rownames(count)	DMSO.Total.1	DMSO.Total.2	DMSO.Total.3	TPG.Total.1	TPG.Total.2	TPG.Total.3	p.value	q.value	ranking	log2FC	lfcSE	baseMean	stat
ULBP2	45	77	64	80	66	43	0.792509793590911	0.902138147934035	12866	-0.0990632492357344	0.376590575983302	62.3200970033031	-0.26305291622626
ULBP3	237	277	323	326	246	292	0.761735611354572	0.884955610042424	12569	-0.0577291590865446	0.190398086877223	282.918460064599	-0.303202411502017
ULK1	494	356	365	364	348	282	0.0132228271148577	0.0642673396681417	2337	-0.381988904270394	0.154170092492323	365.863267169426	-2.47771080690904
ULK2	81	39	21	40	107	54	0.358796161495852	0.594586985341615	7906	0.444304729344019	0.484170663455569	55.9061812836099	0.91766140098819
ULK3	1154	896	975	953	919	1013	0.126111948568042	0.314811949865939	4861	-0.156548219181502	0.102344822370886	980.346599247241	-1.52961542709205
ULK4	110	83	99	162	109	143	0.114721684023667	0.295481534651212	4682	0.412288308798899	0.261385165258718	116.267448755363	1.57732099444442
UMAD1	303	310	315	364	287	260	0.431593586863556	0.661848377921306	8718	-0.130608694024076	0.166070022668582	304.921399343889	-0.786467611224004
UMOD	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
UMODL1	1	0	0	0	0	2	0.829181101187267	1	13364.5	0.869848009156219	4.03170396440481	0.498828685449149	0.215751954219841
UMPS	698	489	553	774	879	787	0.000987988918639704	0.00874396790783092	1259	0.400362275146483	0.121545659776867	688.093045918991	3.29392489934619
UNC119	353	260	336	362	321	315	0.898284572569663	0.95445394688649	14161	-0.0201475949284229	0.157614072583085	321.955712893212	-0.127828655133584
UNC119B	453	490	387	428	455	417	0.362044229155615	0.597895416223815	7941	-0.131160285716201	0.143898662637969	437.047948340822	-0.911476752540668
UNC13A	10	12	12	15	11	19	0.668309721654748	1	11563	0.310426942012961	0.72450274136701	13.1312687652025	0.428468968146676
UNC13B	160	190	190	167	178	153	0.300421672146901	0.539640935680056	7172	-0.220418819154333	0.212856135757045	172.887997082132	-1.03552955319043
UNC13C	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
UNC13D	1	0	2	0	1	5	0.676246464496692	1	11688	0.970531611085998	2.32412221818728	1.51589210248976	0.417590608398801
UNC45A	1164	885	901	907	849	824	0.00486037809344433	0.0298787294872482	1826	-0.283802011232259	0.10077678833944	916.80264765637	-2.81614462922104
UNC45B	2	0	0	0	0	0	0.644898181406414	1	11250	-1.86468886645674	4.0460963429737	0.319271824611366	-0.460861212485683
UNC50	185	231	212	219	238	259	0.65243197689903	0.82243516601119	11381	0.0904247041206611	0.200771469967142	223.602775001819	0.450386223378549
UNC5A	4	8	3	4	0	7	0.695752474753886	1	11896	-0.536695079784172	1.37240913287997	4.40935677465693	-0.391060556889424
UNC5B	1558	1385	1300	1375	1059	1153	0.000471367640425023	0.00490867933992324	1071	-0.337934772229882	0.0966488649354266	1300.72174525821	-3.49652085883952
UNC5C	100	42	87	74	46	77	0.435791903184158	0.665734424009571	8751	-0.292823713730365	0.375743134157699	70.4765700038496	-0.779318867360774
UNC5CL	7	3	5	5	16	12	0.272601013922457	1	6822	1.06804072747068	0.973519416997678	7.87259310946315	1.09709237311825
UNC5D	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
UNC79	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
UNC80	1	0	0	0	0	0	0.795414167036932	1	12991.5	-1.05801167206444	4.0804728567969	0.159635912305683	-0.259286535946954
UNC93A	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
UNC93B1	123	72	57	74	107	88	0.956135155592367	0.979970119308547	14692	0.0181911284726985	0.330722820883683	85.8535389471282	0.0550041524926893
UNCX	7	2	5	7	8	9	0.499647126597635	1	9508	0.709143319532503	1.05051254205301	6.22231036206303	0.675045076707629
UNG	1467	1298	1393	2054	1621	1590	0.0062750382809161	0.0363186652536234	1944	0.241843422419145	0.0884884016282142	1554.19987188431	2.73305221892532
UNK	918	778	917	896	1060	821	0.939691116871782	0.97336111676716	14532	-0.00827956040791481	0.109433902135375	892.252274576495	-0.0756580935738966
UNKL	753	718	647	466	522	646	0.00155314928176445	0.0122276840598777	1414	-0.461496363518886	0.145832477205985	626.877353160601	-3.16456507055718
UPB1	9	6	0	2	0	0	0.139580341252812	1	5037	-3.01282449230849	2.03933602191923	2.82740430849721	-1.47735560002177
UPF1	971	858	858	1263	1328	1056	0.000265877666817449	0.00314995515404536	941	0.343396440598952	0.094172546677866	1043.52903951722	3.64646017032544
UPF2	149	91	168	196	127	156	0.598759407345773	0.788286074590303	10697	0.139153085002275	0.264456385345411	146.283743865878	0.52618538524046
UPF3A	544	476	498	592	570	667	0.164265798413474	0.374147971605481	5411	0.178774470522261	0.128534566012894	554.268041528711	1.39086687781968
UPF3B	551	510	597	703	647	530	0.526295508151878	0.736730761430931	9823	0.0795866113003793	0.125596093835697	584.853640686791	0.633671071048544
UPK1A	5	9	0	0	9	0	0.672162474760647	1	11605	-0.760524283098262	1.79715648044039	3.85004685830195	-0.423182005226333
UPK1B	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
UPK2	0	0	13	0	1	0	0.126273670122344	1	4864	-3.7191900588785	2.4324922078504	2.43203200560927	-1.52896278428993
UPK3A	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
UPK3B	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
UPK3BL1	55	75	59	78	103	58	0.507223598502427	0.723078692123327	9580	0.227724124261492	0.34338880152157	70.782174954329	0.66316700851174
UPP1	112	88	89	142	88	142	0.325735269142261	0.562974812820838	7502	0.276779282929532	0.281640309161235	109.171695916168	0.982740303594399
UPP2	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
UPRT	161	144	100	144	148	149	0.892303300054687	0.952631172716588	14099	0.0328273663448426	0.242464700271309	140.035288699325	0.135390291073752
UQCC1	823	711	719	806	743	791	0.714377729101273	0.859816955736338	12080	-0.0379231517509025	0.10361996959805	761.207181740803	-0.365983042631737
UQCC2	901	873	773	902	776	646	0.0413717889681626	0.145892067768607	3302	-0.233942674062693	0.114689893927061	807.739278340654	-2.03978455339293
UQCC3	677	514	430	563	720	599	0.387704659248258	0.621579948730184	8231	0.129019923148355	0.149365358395388	578.259415855782	0.863787457375653
UQCR10	3241	2708	2766	2646	3006	2540	0.0099842681073561	0.0519351828118571	2179	-0.18228597525438	0.0707529257361117	2803.69653917164	-2.57637367441531
UQCR11	6318	5301	4665	5612	5628	5479	0.451065368461544	0.678125224172752	8937	-0.0524270566478279	0.0695651117446426	5464.75862464718	-0.753640083843687
UQCRB	4893	4356	4661	4078	4395	3840	2.02682395938861e-06	4.96230349752658e-05	453	-0.27156756355904	0.0571633189433842	4356.96684033726	-4.75073121328043
UQCRC1	1149	951	1096	1007	1173	1138	0.724012335543879	0.864872585480749	12184	-0.0362291002788667	0.10260250528683	1080.39292546231	-0.353101517137293
UQCRC2	1	0	0	1	0	0	0.981184997591074	1	14949.5	-0.0962309926355817	4.0804728567969	0.313187726075609	-0.0235832943908176
UQCRFS1	2865	2466	2609	2540	2452	2450	0.00288359391090699	0.0198948266034671	1620	-0.186857506817578	0.062706343257931	2553.16264092958	-2.97988205194766
UQCRH	4876	4452	4400	3986	4240	3645	7.79903517814745e-08	2.73978131369034e-06	316	-0.306000163673886	0.0569650545630577	4254.17916355087	-5.37171720489019
UQCRHL	4028	3018	3061	3390	3211	2971	0.0194942040860155	0.0854343306588465	2609	-0.168959727706737	0.0723304104874445	3256.73764010285	-2.33594316094841
UQCRQ	9663	8711	8299	8848	8787	8560	0.0142821961580359	0.0676682285746295	2399	-0.119939708614809	0.0489532578745015	8770.23557157359	-2.45008634404459
URAD	0	0	0	0	0	2	0.649609773328953	1	11334.5	1.83162101477347	4.03170461857337	0.339192773143466	0.45430436702518
URB1	524	466	591	735	488	571	0.582304697597241	0.778099323058048	10520	0.0826019173907941	0.150179461769377	558.213504472415	0.550021397184401
URB2	1068	921	1066	1120	1010	1019	0.577766042680604	0.775052635196506	10467	-0.051603330139176	0.0927032364798493	1028.13178236008	-0.556650793420712
URGCP	286	387	295	299	317	334	0.482564730619462	0.703196518063356	9304	-0.128547233063802	0.183067861918028	319.9400266913	-0.702183505706541
URGCP-MRPS24	3314	3061	2827	2851	2999	2861	0.0100476140503648	0.0521208240995792	2185	-0.172968090131388	0.0671933056353094	2974.5776074801	-2.57418634930939
URI1	5066	4361	4717	4846	4073	4080	0.000318218615553945	0.00358267762755159	990	-0.217962807166659	0.0605452439366879	4502.87439690312	-3.59999882723376
URM1	883	781	774	641	1038	720	0.426091907079536	0.656859639007072	8658	-0.116413836610518	0.146267465647109	802.426005430109	-0.795896996611553
UROC1	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
UROD	896	712	878	930	841	874	0.974580004646439	0.988922544020121	14868	-0.00334377372929127	0.104936841250814	849.498180278012	-0.0318646310431546
UROS	550	410	391	528	580	538	0.149502816399852	0.352482765746429	5187	0.197423488338777	0.1369769513757	494.473339815225	1.44128984004969
USB1	958	848	823	745	725	647	3.87463139330178e-05	0.000622464299523054	691	-0.4083682320336	0.0992430136338616	789.046428057239	-4.11483103022443
USE1	472	351	271	469	471	466	0.0956050545047429	0.261502086676934	4374	0.276620864500806	0.165984706350955	411.833101970822	1.66654428942341
USF1	3	15	5	4	17	6	0.922831166959664	1	14385	0.0984281032424969	1.01610473402072	8.38857438872633	0.0968680687600158
USF2	2594	2388	2309	2557	2369	2082	0.0223046418280418	0.0941101592296056	2720	-0.155475830645738	0.0680377814785928	2370.39208168428	-2.2851396278207
USF3	131	125	135	172	186	142	0.251852844475103	0.48521666548388	6585	0.254455280816251	0.222064782913606	147.071210743365	1.1458605794114
USH1C	0	0	0	0	2	0	0.665446424004393	1	11521.5	1.74655966550808	4.03916696799483	0.317000242547602	0.432405909274686
USH1G	4	0	10	3	1	4	0.562617518968881	1	10275	-0.884407634501229	1.52758515798285	3.68495543835129	-0.578957991231776
USH2A	13	5	12	6	8	13	0.804892432323832	1	13118	-0.215960810701081	0.874263041521125	9.47095777969788	-0.247020405123534
USHBP1	0	0	0	2	0	0	0.672877139662776	1	11635	1.70687919259077	4.04279644203747	0.307103627539851	0.422202605810781
USO1	208	159	196	173	238	205	0.844165102469313	0.929485895904765	13616	0.0409637173097429	0.208393945200419	195.251689945672	0.196568653999745
USP1	1395	1374	1406	2376	2063	2279	1.56746733597679e-12	1.24288963547702e-10	140	0.589604140593546	0.083414260592161	1795.05758069011	7.06838538647856
USP10	1217	918	1193	1240	1392	1053	0.629874023332138	0.808263755188872	11075	0.0520318732923986	0.107971411076651	1158.32594332023	0.481904170498061
USP11	1302	1173	1065	1159	1203	1234	0.466274450555336	0.691162061104926	9103	-0.0688751461344259	0.0945367598927051	1183.86421977604	-0.728554122360403
USP12	432	409	483	424	328	479	0.238567780496084	0.467822104095925	6429	-0.197215432783642	0.167333916822639	425.627710175691	-1.17857417389372
USP13	910	821	930	996	845	797	0.275727017256966	0.512790353253406	6859	-0.111618360300584	0.102405124221057	878.221699724266	-1.08996850645519
USP14	2981	2342	2522	2996	2881	2762	0.466690741879444	0.691320126897315	9110	0.0473553573442179	0.0650598312843595	2725.00154917046	0.72787396477006
USP15	636	550	664	777	824	661	0.0981135301855305	0.266102687170675	4417	0.192083668450484	0.116127978454765	678.998458917212	1.65406882136767
USP16	956	908	838	1118	1137	945	0.128958286670129	0.320260836761768	4896	0.145649536961176	0.0959342423976107	975.302836654441	1.51822262125669
USP17L2	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
USP18	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
USP19	348	321	275	308	297	261	0.165526753208803	0.376231058020253	5424	-0.221018826125105	0.159382293329786	300.251787400185	-1.38672133213558
USP2	30	50	67	104	40	93	0.179965833172099	0.395604101790787	5621	0.579045575057817	0.431846330823719	63.6181806128134	1.3408602406169
USP20	25	52	48	35	58	94	0.29650103125498	0.53563188738186	7127	0.487356661517489	0.466831842767094	52.2858626682387	1.04396619268458
USP21	90	88	90	150	93	100	0.36926392531884	0.604601598077352	8028	0.252409503396418	0.281125645107986	100.732459793984	0.89785299843229
USP22	4498	3606	3819	4349	4267	4001	0.850447409690214	0.933075167288369	13669	-0.0106776118745334	0.0566308571494864	4059.83810416967	-0.188547594226732
USP24	643	575	595	591	657	605	0.586512580082902	0.780867852182813	10562	-0.0623128692817989	0.114567476932865	608.036053473482	-0.543896670765592
USP25	87	111	86	148	208	178	0.00157863268118015	0.0123672557471989	1424	0.811821369879652	0.256919626106927	134.856645892297	3.15982621561881
USP26	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
USP27X	62	44	40	71	50	54	0.646227160786514	0.819110266258403	11286	0.170758365980467	0.372014677353104	52.8245337817252	0.459009755194117
USP28	500	529	508	493	406	333	0.00359179220644741	0.0235381701377755	1700	-0.42510361221668	0.14598585051362	460.723690487255	-2.91195078647036
USP29	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
USP3	573	603	512	749	833	732	0.00290134831271887	0.0199658026689294	1624	0.357093222001694	0.119910367997027	661.098556841352	2.97800121846468
USP30	247	143	128	284	267	246	0.0144293989398402	0.068104063618693	2408	0.539878835327487	0.220683691803741	215.289836674132	2.44639207779619
USP31	359	352	322	439	432	349	0.335738432743137	0.572396970391541	7628	0.139723197012537	0.145148914240722	372.263244222962	0.962619649919071
USP32	542	489	457	575	649	468	0.512533138521452	0.72655221181543	9633	0.0871480414918309	0.133071076203214	525.287598919255	0.654898449598064
USP33	645	632	584	868	931	829	0.000166928002151393	0.00214723957344451	866	0.401084241318093	0.106545749313767	740.678029752128	3.76443212330263
USP34	1399	1223	1387	1530	1363	1259	0.573896520170347	0.771566582343589	10441	-0.0471991250637009	0.0839360879511831	1351.26000340246	-0.562322193180504
USP35	18	22	10	5	7	21	0.399114577544692	1	8386	-0.667209372312384	0.791279070927595	14.0342185282891	-0.843203614029918
USP36	910	826	984	1249	1298	1229	9.21633425057773e-05	0.00130166064269292	788	0.377369984153321	0.0965054796783976	1072.48338544264	3.9103477378787
USP37	619	519	502	1039	821	830	9.74026686938805e-08	3.35797212785952e-06	322	0.618459021298856	0.116000854512774	710.771323966291	5.33150401259114
USP38	606	342	415	497	579	298	0.688543172900187	0.844781853312439	11820	-0.0801936266247298	0.200067488444974	449.707956749268	-0.400832875186445
USP39	844	804	743	963	677	803	0.589646846724567	0.782974837977203	10589	-0.0664347387814764	0.123176048293029	801.234059716706	-0.539347865937637
USP4	342	284	319	350	339	370	0.629596806242902	0.808181561760229	11072	0.0733745900282694	0.152136508415071	331.89912926137	0.482294426187849
USP40	275	341	296	272	248	285	0.118463005628878	0.301965057516918	4744	-0.280435062990603	0.179621274505057	286.658861170687	-1.56125750562308
USP42	441	368	384	540	426	501	0.141412201848007	0.340893996246411	5064	0.205869548437113	0.139994703274312	439.422310392201	1.47055241107031
USP43	73	54	38	47	77	49	0.962619381715492	0.98286424786734	14755	-0.0181944645754932	0.388216416336836	55.7829949424355	-0.0468668088464008
USP44	103	130	65	118	158	129	0.244213218472044	0.4754491298243	6490	0.34356999125177	0.295031343807787	116.327737297496	1.16452030763079
USP45	413	388	499	480	536	492	0.417639275229482	0.648602909110588	8588	0.117112675839374	0.14449013931919	465.371979606073	0.810523655047925
USP46	332	349	373	361	251	374	0.292345681651451	0.530820319357413	7070	-0.192292055323482	0.182615312312949	339.904872564602	-1.05298976787856
USP47	478	442	566	668	593	593	0.0943146795977117	0.259219425158256	4346	0.220513361580464	0.131802100537283	552.249427640625	1.67306409140336
USP48	1454	1507	1371	1583	1440	1431	0.490449195810366	0.709655438306944	9392	-0.0589220896013085	0.0854445407439436	1458.04445303885	-0.689594549731195
USP49	290	194	216	369	266	342	0.0358184807043433	0.131880913531979	3152	0.395121170988673	0.188244185265287	275.929308546356	2.09898207709226
USP5	783	625	563	626	592	525	0.0278573660677554	0.110051466447741	2928	-0.270028259854081	0.12277978786544	615.322601944582	-2.19928918715854
USP50	3	3	0	0	0	3	0.676391537501658	1	11689	-1.02252286788988	2.44978894002818	1.52948563173536	-0.417392229666168
USP51	45	48	48	46	38	42	0.504849477976688	0.721333442460482	9557	-0.261861569288913	0.392667337516882	44.4562513584779	-0.666878918284501
USP53	326	307	406	532	637	537	5.2057262976915e-05	0.000801002295882789	721	0.617465544175817	0.152604066621618	452.215906021713	4.04619324927181
USP54	293	245	323	347	455	255	0.319343497295316	0.557570330839148	7402	0.194002982791037	0.194819688884232	316.155038444856	0.99580788729377
USP6	0	0	3	0	0	5	0.806746679192721	1	13140	0.688750817860384	2.81553545582452	1.37264313693608	0.244625162306359
USP6NL	260	246	237	336	264	260	0.512877801209692	0.726855160376458	9636	0.111487194064002	0.17037508299049	264.912750551677	0.654363256100215
USP7	2521	2056	2427	2673	2712	2533	0.226544608992624	0.453475889346252	6269	0.0835454066356169	0.0690853110314706	2468.08290309968	1.20930781649893
USP8	1214	1099	1453	1528	1460	1463	0.161175632725332	0.370207055428081	5362	0.14402343008103	0.102791017371826	1360.54104272801	1.40112855931812
USP9X	2612	2428	2450	2780	2697	2563	0.92322990448552	0.96574492775989	14388	0.00586874066641634	0.0609005399535169	2572.9544106883	0.0963659874098939
USP9Y	0	0	0	0	0	0	1	1	17362	NA	NA	0	NA
USPL1	167	145	123	89	128	141	0.166145419674459	0.377251033709587	5431	-0.364075515521196	0.262928105317802	132.223979707391	-1.38469607530597
UST	107	86	88	107	132	68	0.926640821744345	0.967153042702517	14424	0.0272398644281912	0.295853892651968	96.8869960443363	0.0920720163051403
UTF1	3	1	3	0	2	0	0.41246985412883	1	8515	-1.89757461649574	2.31537198950889	1.50116542857644	-0.819554967881526
UTP11	1349	1237	1423	1441	1602	1270	0.94286596711935	0.974337918559281	14560	0.00664154922434437	0.0926708025654095	1378.18346747779	0.0716681958123389
UTP14A	631	576	686	1082	1102	852	3.38573024653636e-07	1.03825943278453e-05	362	0.580494792970399	0.113809051638629	810.03254397229	5.10060302420942
UTP14C	566	444	477	587	438	433	0.371484213839473	0.606724388553063	8049	-0.124234502254915	0.139011935543383	486.952993795017	-0.893696658271075
UTP15	342	332	278	383	447	353	0.165012388473926	0.375446305482487	5417	0.216373536603152	0.155842738241183	352.69946361422	1.38840948923967
UTP18	751	764	743	729	914	732	0.831039810125791	0.92253729322064	13378	-0.025292869781554	0.118540973018644	768.756130944038	-0.213368164082607
UTP20	161	162	129	162	221	127	0.765409086661479	0.886561589214219	12616	0.0723900729705996	0.242606007811497	158.96106707896	0.298385326990114
UTP23	200	224	264	306	323	277	0.108083828816233	0.283783960191343	4580	0.293748323402579	0.182808258764376	263.711520573053	1.60686571486464
UTP25	474	302	454	578	514	561	0.0271436561046239	0.108116873490287	2900	0.339032371571456	0.15344680038765	474.971800877482	2.20944568876617
UTP3	571	389	548	527	583	496	0.997998792917443	0.998887658296363	15131	0.000355049171600825	0.141558541241484	514.689342822012	0.00250814375796052
UTP4	17	5	16	13	10	10	0.719291452235527	1	12137	-0.284760524381165	0.792308958830995	11.6921234802457	-0.359405912563847
